id,name,rank,ancestor
17716878355045720868,Aalivirus,Genus,9173725076793168738
13180984617732551494,Abidjanvirus,Genus,11899485691544492006
1650325888921121233,Abnidovirineae,Suborder,16290532738832004111
16797069895869591789,Abouovirus,Genus,6981333651723785547
12758403923039509403,Abyssoviridae,Family,1650325888921121233
17915401392615996594,Acadianvirus,Genus,5088620819186566925
12748664558343260862,Ackermannviridae,Family,4688094981225374454
9373193618340748945,Actantavirinae,Subfamily,11677197057783500794
8015486362337857641,Actinovirus,Genus,9373193618340748945
12220053415754138688,Adenoviridae,Family,
3094311761558663385,Agantavirinae,Subfamily,11677197057783500794
16350480208514669034,Agatevirus,Genus,17142241886798852974
2329844075549260975,Ageyesisatellite,Genus,5232518423114132944
8273292258048558928,Aglimvirinae,Subfamily,12748664558343260862
1663784730555894255,Agnathovirus,Genus,3094311761558663385
8188743892274231080,Agricanvirus,Genus,6981333651723785547
10288209018493492664,Agtrevirus,Genus,8273292258048558928
12688035229507972623,Ahduovirus,Genus,11899485691544492006
2607779504391378086,Ailurivirus,Genus,9173725076793168738
11231054907803446728,Albetovirus,Genus,4599195356974050869
10270610208167733032,Alcyoneusvirus,Genus,6981333651723785547
4672116433215500955,Alefpapillomavirus,Genus,16459844063899621974
14188252530513228304,Alfamovirus,Genus,7168675313662717141
6879254759295124661,Allexivirus,Genus,9252919582085191391
5794235181229681054,Alloherpesviridae,Family,638965020173107913
7089476654326814854,Allolevivirus,Genus,7995600327008799950
16076797084527660931,Almendravirus,Genus,3133221597971588990
2922176908135730601,Alphaabyssovirus,Genus,13888696275484536452
13713170219020036209,Alphaarterivirus,Genus,8522807828528123752
5968923883683097855,Alphabaculovirus,Genus,13015683766192591039
16602086335609695575,Alphacarmotetravirus,Genus,3911488597940277518
2264928079486370903,Alphacarmovirus,Genus,7641791751908040520
3337767426426839841,Alphachrysovirus,Genus,1522031434864713089
5576532240118440814,Alphacoronavirus,Genus,9372303298172469915
16557841788120180325,Alphaendornavirus,Genus,12882413927931771909
11611971684426139831,Alphaentomopoxvirus,Genus,16195394246599863669
9252919582085191391,Alphaflexiviridae,Family,9273559344484886709
10776229019040537553,Alphafusellovirus,Genus,15300765160314224066
13547681313355468317,Alphaguttavirus,Genus,2974162886097747741
13681533864503273615,Alphaherpesvirinae,Subfamily,17374364102234090017
14129991496067121833,Alphainfluenzavirus,Genus,10373798200058817885
11222979088855428697,Alphairidovirinae,Subfamily,14326303205127378556
14911118920462013788,Alphaletovirus,Genus,3164647591274919587
4654839494980680429,Alphamesonivirus,Genus,10050240109797131360
16280665544666198154,Alphamononivirus,Genus,13556305584897005103
17797620504707969947,Alphanecrovirus,Genus,7641791751908040520
12453339358058193021,Alphanemrhavirus,Genus,3133221597971588990
13612568911054513778,Alphanodavirus,Genus,13443589885939834549
7804043241834959116,Alphanudivirus,Genus,2619598984258841087
5121289666196375085,Alphaovalivirus,Genus,4262804056583084625
16933510533333075587,Alphapapillomavirus,Genus,16183199706657812616
1938048156078704748,Alphapartitivirus,Genus,16258601861311703440
7180427034428004800,Alphapermutotetravirus,Genus,10169718770674038687
17463129251670659465,Alphapleolipovirus,Genus,5161781648906199824
4758143467757778201,Alphapolyomavirus,Genus,3444836407271603922
16278030881689626410,Alphaportoglobovirus,Genus,7569211200287679827
1844441426086650504,Alpharetrovirus,Genus,5529715125402291143
7018209632590305617,Alphasatellitidae,Family,
13827788744057684017,Alphasphaerolipovirus,Genus,9703158791805727021
10765767668798304272,Alphaspiravirus,Genus,8483946233463262563
8757204302916276122,Alphatectivirus,Genus,6892049332686362364
6654124933490528709,Alphatetraviridae,Family,4599195356974050869
15215623077705400048,Alphatorquevirus,Genus,726055528227582715
10744887717852886322,Alphatrevirus,Genus,2289802452860932726
8977946364217008570,Alphatristromavirus,Genus,6946162624092824948
10394585246773871650,Alphaturrivirus,Genus,3638453545164749235
14752743643973068274,Alphavirus,Genus,4325012553040563742
8111665924824425172,Alvernaviridae,Family,4599195356974050869
3990036958918886630,Amalgaviridae,Family,4599195356974050869
7255185071325117179,Amalgavirus,Genus,3990036958918886630
6985474930578954014,Ambidensovirus,Genus,3836539344103040063
16977041347311372424,Amdoparvovirus,Genus,6801232604245579054
7777350090615162703,Amigovirus,Genus,11899485691544492006
2889077483867760485,Amnoonviridae,Family,9380425007472470983
17830836148623579201,Ampelovirus,Genus,9548093120345816919
6025708669465787251,Ampivirus,Genus,9173725076793168738
7574714430050730048,Ampobartevirus,Subgenus,7691897071965806911
11277479164575894295,Ampullaviridae,Family,
8594920073009043205,Ampullavirus,Genus,11277479164575894295
7830937778578189431,Anativirus,Genus,9173725076793168738
16429087546973031614,Anatolevirus,Genus,11899485691544492006
6231239726153615903,Andecovirus,Subgenus,9218417344819324615
9202893054412509399,Andromedavirus,Genus,11899485691544492006
726055528227582715,Anelloviridae,Family,
11122337455879726005,Anphevirus,Genus,10587294476599310319
10599449646054801626,Antennavirus,Genus,15119277073868322277
5246089495178410457,Anulavirus,Genus,7168675313662717141
7998072480427751864,Aparavirus,Genus,17141231313971995675
11077045894088631479,Aphroditevirus,Genus,6981333651723785547
378664375878634943,Aphthovirus,Genus,9173725076793168738
7270730964680489958,Aplyccavirus,Subgenus,2922176908135730601
5868514589452019083,Apscaviroid,Genus,13624434808369134409
382404826742474346,Aquabirnavirus,Genus,2618646460838442236
2443778817899399216,Aqualcavirus,Genus,11209872574396414561
5284903108912504630,Aquamavirus,Genus,9173725076793168738
12008847733000436410,Aquaparamyxovirus,Genus,16306351437601072747
15446340524776012967,Aquareovirus,Genus,9796809150541823076
15119277073868322277,Arenaviridae,Family,12509380156458637060
13889641667158077797,Arequatrovirus,Genus,7224149787533895601
5730725989514088081,Arlivirus,Genus,11573356676290016564
17487124010478480496,Arnidovirineae,Suborder,16290532738832004111
7224149787533895601,Arquatrovirinae,Subfamily,11899485691544492006
5139298484441750216,Arteriviridae,Family,17487124010478480496
9380425007472470983,Articulavirales,Order,15466293451742087414
15558211591385496807,Artoviridae,Family,8668787291196176510
10189470729361874272,Ascoviridae,Family,
11950829790695954171,Ascovirus,Genus,10189470729361874272
6953348164214343893,Asfarviridae,Family,
5934597760614951753,Asfivirus,Genus,6953348164214343893
4330165648907505445,Aspiviridae,Family,1418447870769409576
8733644397197817207,Asteriusvirus,Genus,6981333651723785547
11635660159124468236,Astroviridae,Family,4599195356974050869
2578416784307281621,Atadenovirus,Genus,12220053415754138688
10710860659533468099,Attisvirus,Genus,11899485691544492006
17948654944289160222,Aumaivirus,Genus,4599195356974050869
480469502522570822,Aureusvirus,Genus,7641791751908040520
2109478319417176877,Aurivirus,Genus,13173295696932644972
13920357621781878741,Autographivirinae,Subfamily,11209872574396414561
5576801461287552749,Avastrovirus,Genus,11635660159124468236
13752848272546220314,Avenavirus,Genus,6082525920936141749
5726685558236165099,Aveparvovirus,Genus,6801232604245579054
7118405926436302515,Aviadenovirus,Genus,12220053415754138688
3206747176826859536,Avibirnavirus,Genus,2618646460838442236
14545611939074784311,Avihepadnavirus,Genus,11183023795456958417
16023139583657424170,Avihepatovirus,Genus,9173725076793168738
1952479236663669319,Avipoxvirus,Genus,6783648483763109209
14415752007712441418,Avisivirus,Genus,9173725076793168738
9282394030230859463,Avsunviroid,Genus,4120786656085320012
4120786656085320012,Avsunviroidae,Family,4599195356974050869
4418755906242444372,Avulavirinae,Subfamily,11572708849693708725
15259557764170418425,Avunavirus,Genus,13710275977068362380
14981413491209447830,Babusatellite,Genus,16372131080817766316
16870065666620737947,Babuvirus,Genus,3183200932894823670
13671345239751610901,Bacilladnaviridae,Family,
15233043595385904576,Bacillarnavirus,Genus,17995986393581383695
13015683766192591039,Baculoviridae,Family,
781482245249301567,Badnavirus,Genus,7951137831445856151
3951983930982568717,Bafinivirus,Genus,14724809888891670586
15425582649998349203,Balbicanovirus,Subgenus,17063796365535527333
1804081359420895739,Baltimorevirus,Genus,11209872574396414561
3816377807933336787,Bantamvirus,Genus,11899485691544492006
6307363674655818939,Banyangvirus,Genus,17862316860476623601
17942654138731758905,Barnaviridae,Family,4599195356974050869
7891501293026556479,Barnavirus,Genus,17942654138731758905
6350175182710236843,Barnyardvirus,Genus,11899485691544492006
17142241886798852974,Bastillevirinae,Subfamily,9876254772256443932
14435776591365505220,Bastillevirus,Genus,17142241886798852974
17804022719167766475,Batrachovirus,Genus,5794235181229681054
11134650980588538935,Bavovirus,Genus,2875031948932567723
2733284170691647755,Baxtervirus,Genus,17144570167878804256
12240125310386348065,Bcepmuvirus,Genus,6981333651723785547
5088620819186566925,Bclasvirinae,Subfamily,11899485691544492006
5322072310230344199,Bdellomicrovirus,Genus,17563753348456800606
18198535767230439412,Becurtovirus,Genus,5393585986258875724
17298173912521445542,Beetrevirus,Genus,11899485691544492006
7503947219991285554,Begomovirus,Genus,5393585986258875724
13264809358043164652,Behecravirus,Subgenus,11878650504203891627
17776328613573974786,Beidivirus,Genus,17862316860476623601
143130718805344677,Belpaoviridae,Family,3993546652259395590
17446016653876916625,Bendigovirus,Genus,11899485691544492006
13081390158154645773,Benyviridae,Family,4599195356974050869
16353398372815895453,Benyvirus,Genus,13081390158154645773
923540431906107420,Bequatrovirus,Genus,17142241886798852974
14314709067460075245,Berhavirus,Genus,10541466606234246798
5647836554911621034,Bernalvirus,Genus,11899485691544492006
7691897071965806911,Betaarterivirus,Genus,1799556572161908778
14530135475159703279,Betabaculovirus,Genus,13015683766192591039
17644557932949448903,Betacarmovirus,Genus,7641791751908040520
4248817485119714979,Betachrysovirus,Genus,1522031434864713089
14936425639880413637,Betacoronavirus,Genus,9372303298172469915
16309021366465491184,Betaendornavirus,Genus,12882413927931771909
8344842503728543014,Betaentomopoxvirus,Genus,16195394246599863669
12344803535372731225,Betaflexiviridae,Family,9273559344484886709
12863721081739922387,Betafusellovirus,Genus,15300765160314224066
8855046080981684571,Betaguttavirus,Genus,2974162886097747741
2260472442407195595,Betaherpesvirinae,Subfamily,17374364102234090017
6834396650717801518,Betainfluenzavirus,Genus,10373798200058817885
10168537050370731950,Betairidovirinae,Subfamily,14326303205127378556
16342873529511686902,Betalipothrixvirus,Genus,547613073531930489
5655627902010755768,Betanecrovirus,Genus,7641791751908040520
1229309048929346359,Betanodavirus,Genus,13443589885939834549
15457920733801437422,Betanudivirus,Genus,2619598984258841087
16507591262437989054,Betapapillomavirus,Genus,16183199706657812616
2438736240747144602,Betapartitivirus,Genus,16258601861311703440
3520191526439716793,Betapleolipovirus,Genus,5161781648906199824
16531599827692728211,Betapolyomavirus,Genus,3444836407271603922
14229829714218709633,Betaretrovirus,Genus,5529715125402291143
3486700988142227448,Betasatellite,Genus,2776071201607396323
10328012309294569507,Betasphaerolipovirus,Genus,9703158791805727021
15326252095801706863,Betatectivirus,Genus,6892049332686362364
16367402043647803705,Betatetravirus,Genus,6654124933490528709
13694856301013925255,Betatorquevirus,Genus,726055528227582715
15315506785812608047,Betterkatzvirus,Genus,11899485691544492006
10824450294996689826,Beturrivirus,Subgenus,15480330777662443329
4718766923766712885,Bevemovirus,Genus,13303972034921547361
9164031196106385988,Bicaudaviridae,Family,
3429466370354413790,Bicaudavirus,Genus,9164031196106385988
5044677528678471390,Bidensovirus,Genus,11355999964236296414
11355999964236296414,Bidnaviridae,Family,
15856485919376588402,Bifseptvirus,Genus,11209872574396414561
7663244128244169702,Bignuzvirus,Genus,9919998938060713766
10535890151269625077,Bingvirus,Genus,11899485691544492006
10940323028531131891,Biquartavirus,Genus,6981333651723785547
2618646460838442236,Birnaviridae,Family,4599195356974050869
9093371350011656198,Biseptimavirus,Genus,11899485691544492006
17326148438408502142,Bixzunavirus,Genus,6981333651723785547
15286641707333586110,Bjornvirus,Genus,11209872574396414561
6585643832335382084,Blicbavirus,Subgenus,3951983930982568717
9175104115840570449,Blosnavirus,Genus,2618646460838442236
10919026459060938017,Blunervirus,Genus,2185895254429224743
7641389112750186309,Bocaparvovirus,Genus,6801232604245579054
17063796365535527333,Bolenivirus,Genus,14051909726371773237
13698747532400505871,Bongovirus,Genus,17003941844202054856
16066466709311929327,Bopivirus,Genus,9173725076793168738
17512807176554128367,Bornaviridae,Family,8668787291196176510
12113438377741076106,Bosnitovirus,Subgenus,6497227726785287251
6497227726785287251,Bostovirus,Genus,18222189515458285112
2753212102853389198,Botoulivirus,Genus,17307843662023648295
17307843662023648295,Botourmiaviridae,Family,4599195356974050869
11822225201609707724,Botrexvirus,Genus,9252919582085191391
3920026619249232088,Botybirnavirus,Genus,4599195356974050869
12272730573659422963,Bovismacovirus,Genus,11779144519341771119
13635483255422534555,Bovispumavirus,Genus,18063744080116597952
13299180592154764100,Bowservirus,Genus,11899485691544492006
17522914940651104608,Bracovirus,Genus,8227318233234027167
17369327257872003736,Brambyvirus,Genus,13303972034921547361
14843614801469295372,Brevidensovirus,Genus,3836539344103040063
3456460076570979799,Britbratvirus,Genus,11899485691544492006
14633070124547569743,Brockvirinae,Subfamily,9876254772256443932
7168675313662717141,Bromoviridae,Family,4599195356974050869
4926711511148281604,Bromovirus,Genus,7168675313662717141
5845574592256627484,Bronvirus,Genus,11899485691544492006
14578286684151922643,Brujitavirus,Genus,627140461973713168
17449085767642202614,Brunovirus,Genus,6981333651723785547
6801664807671571987,Brussowvirus,Genus,11899485691544492006
309288044000010284,Bruynoghevirus,Genus,11209872574396414561
1389699629869688227,Buldecovirus,Subgenus,9218417344819324615
2289802452860932726,Bullavirinae,Subfamily,7814806146747986519
12509380156458637060,Bunyavirales,Order,9196640462582907887
8566165174936502168,Busanvirus,Genus,6981333651723785547
15573332161675737623,Buttersvirus,Genus,2377814816806631057
10613827751247074870,Bymovirus,Genus,13303972034921547361
8202060171081896944,Caeruleovirus,Genus,17142241886798852974
11626811911977229854,Cafeteriavirus,Genus,269919403042716002
2875031948932567723,Caliciviridae,Family,4599195356974050869
15946770128551877759,Caligrhavirus,Genus,3133221597971588990
18279497026439264526,Calvusvirinae,Subfamily,6082525920936141749
6786708902800956139,Camvirus,Genus,7224149787533895601
3770194973393869999,Capillovirus,Genus,17725665337956966886
10190807035452113288,Capripoxvirus,Genus,6783648483763109209
10962564810511004956,Capulavirus,Genus,5393585986258875724
15059829055595645348,Carbovirus,Genus,17512807176554128367
15529482777764074379,Cardiovirus,Genus,9173725076793168738
5101545349357183802,Cardoreovirus,Genus,5726418900326130787
8507577391479380023,Carlavirus,Genus,7721039907064015776
3911488597940277518,Carmotetraviridae,Family,4599195356974050869
2188887047852067257,Casadabanvirus,Genus,11899485691544492006
180904098772196444,Casualivirus,Subgenus,4654839494980680429
4688094981225374454,Caudovirales,Order,
7951137831445856151,Caulimoviridae,Family,3993546652259395590
6121528400601866822,Caulimovirus,Genus,7951137831445856151
4405733948979704476,Cavemovirus,Genus,7951137831445856151
5177903344161533406,Cbastvirus,Genus,11899485691544492006
4421668442150959395,Cecivirus,Genus,11899485691544492006
2193914777493136768,Ceduovirus,Genus,11899485691544492006
9172772894081701433,Ceetrepovirus,Genus,11899485691544492006
7621974739491651532,Cegacovirus,Subgenus,6548473745562436355
14187690599403248784,Centapoxvirus,Genus,6783648483763109209
10019058195273316621,Cepunavirus,Genus,4495057451346653814
11825727435066260927,Cequinquevirus,Genus,11899485691544492006
15328784166482734835,Ceronivirinae,Subfamily,7096154812874998121
8370146937721756487,Certrevirus,Genus,13710275977068362380
3341977086421502909,Cervidpoxvirus,Genus,6783648483763109209
3680987373746485334,Cetovirus,Genus,11899485691544492006
11662000521743490595,Chakrabartyvirus,Genus,6981333651723785547
16291290628710595772,Charlievirus,Genus,2377814816806631057
8810286825209589827,Charybnivirus,Genus,15328784166482734835
627140461973713168,Chebruvirinae,Subfamily,11899485691544492006
16959990333262617349,Chenonavirus,Genus,11899485691544492006
13762674851376125983,Cheoctovirus,Genus,11899485691544492006
11178616702602079843,Cheravirus,Genus,17019818600382113976
13603859166027289815,Chiangmaivirus,Genus,6981333651723785547
8565237337939083758,Chibartevirus,Subgenus,7691897071965806911
6963281332009724727,Chipapillomavirus,Genus,16183199706657812616
13103522194330176193,Chipolycivirus,Genus,15890930991667567221
10997873909074977050,Chivirus,Genus,11899485691544492006
8985317320454461458,Chlamydiamicrovirus,Genus,17563753348456800606
9868939650223523538,Chloriridovirus,Genus,10168537050370731950
7372543527215763367,Chlorovirus,Genus,17504659380790710371
6783648483763109209,Chordopoxvirinae,Subfamily,17160833929784832207
8447211345504387483,Chordovirus,Genus,17725665337956966886
1522031434864713089,Chrysoviridae,Family,4599195356974050869
10132014794079682583,Chungbukvirus,Genus,11899485691544492006
16937005268465541312,Chunghsingvirus,Genus,11899485691544492006
9139532807123246249,Chunqiuviricetes,Class,7271607849889630245
12557197164173682826,Chuviridae,Family,17995933120587255695
17921050639629197226,Cilevirus,Genus,2185895254429224743
909002060793252939,Cimpunavirus,Genus,11899485691544492006
16111858420804639566,Cinunavirus,Genus,11899485691544492006
6835011754565544233,Circoviridae,Family,
10875157187404231188,Circovirus,Genus,6835011754565544233
9081695945914252258,Citrivirus,Genus,17725665337956966886
15378580919164888901,Clavaviridae,Family,
10578551928384155999,Clavavirus,Genus,15378580919164888901
10053559249401590174,Clecrusatellite,Genus,5232518423114132944
9548093120345816919,Closteroviridae,Family,4599195356974050869
6605064810375881813,Closterovirus,Genus,9548093120345816919
35780291711203848,Clostunsatellite,Genus,16372131080817766316
13699505451265210688,Cocadviroid,Genus,13624434808369134409
11259100275925163147,Coccolithovirus,Genus,17504659380790710371
5211223016120085804,Coetzeevirus,Genus,11899485691544492006
14447254609227905381,Coguvirus,Genus,12509380156458637060
9762645172416130532,Colacovirus,Subgenus,5576532240118440814
2098085650882359143,Colecusatellite,Genus,5232518423114132944
12483158899613696621,Coleviroid,Genus,13624434808369134409
10296237267199336641,Coltivirus,Genus,9796809150541823076
4640305644499638792,Comovirinae,Subfamily,17019818600382113976
3356637422236216474,Comovirus,Genus,4640305644499638792
11077589895164172014,Coopervirus,Genus,5088620819186566925
1705646612311981970,Copiparvovirus,Genus,6801232604245579054
388993335267787730,Corndogvirus,Genus,11899485691544492006
6118695872626778668,Cornellvirus,Genus,5637617106447728356
15596922820171595355,Cornidovirineae,Suborder,16290532738832004111
23858754759801405,Coronaviridae,Family,15596922820171595355
6922196995094856913,Corticoviridae,Family,
13822982550735161409,Corticovirus,Genus,6922196995094856913
16783899978556584959,Cosavirus,Genus,9173725076793168738
11792845431846275484,Cosmacovirus,Genus,11779144519341771119
9202950952821788502,Cradenivirus,Subgenus,8810286825209589827
2223818082720114649,Crinivirus,Genus,9548093120345816919
16027459253385064004,Cripavirus,Genus,17141231313971995675
5733216581899942341,Crocarterivirinae,Subfamily,5139298484441750216
14664508187257665923,Crocodylidpoxvirus,Genus,6783648483763109209
881409965624084601,Crohivirus,Genus,9173725076793168738
4220401146583796868,Cronusvirus,Genus,11899485691544492006
11711013576511309335,Cruliviridae,Family,12509380156458637060
17518809942715164198,Crustavirus,Genus,10541466606234246798
1403482309433794031,Crustonivirinae,Subfamily,7096154812874998121
15922864141426780739,Cryspovirus,Genus,16258601861311703440
2121060492512455979,Cucumovirus,Genus,7168675313662717141
9225562732794111881,Cuevavirus,Genus,18290894650288237378
17825371936696063952,Cultervirus,Genus,17512807176554128367
13913391195821305834,Curiovirus,Genus,3133221597971588990
11224944484704758231,Curtovirus,Genus,5393585986258875724
6496283746791320660,Cvivirinae,Subfamily,12748664558343260862
1587908908743277408,Cyclovirus,Genus,6835011754565544233
12875496615203403969,Cypovirus,Genus,9796809150541823076
12488446376099006089,Cyprinivirus,Genus,5794235181229681054
794825878531941236,Cystoviridae,Family,4599195356974050869
8002864975140972965,Cystovirus,Genus,794825878531941236
12979695703181422052,Cytomegalovirus,Genus,2260472442407195595
9907914162596129313,Cytorhabdovirus,Genus,3133221597971588990
8107098992902607309,Dclasvirinae,Subfamily,11899485691544492006
15457502370611602149,Debiartevirus,Subgenus,5232634446524786622
4099582739470817113,Decacovirus,Subgenus,5576532240118440814
1935455802727406230,Decapodiridovirus,Genus,10168537050370731950
12554245466934052,Decurrovirus,Genus,11899485691544492006
339840457232635100,Delepquintavirus,Genus,11899485691544492006
5302521214166677585,Deltaarterivirus,Genus,2365215489606625436
1763107210488194489,Deltabaculovirus,Genus,13015683766192591039
9218417344819324615,Deltacoronavirus,Genus,9372303298172469915
10336184001494769391,Deltaflexiviridae,Family,9273559344484886709
13993201082089555994,Deltaflexivirus,Genus,10336184001494769391
15260494751319806625,Deltainfluenzavirus,Genus,10373798200058817885
13598272830390034904,Deltalipothrixvirus,Genus,547613073531930489
12764569806191274934,Deltapapillomavirus,Genus,16183199706657812616
7133170933975109886,Deltapartitivirus,Genus,16258601861311703440
6706213634937787461,Deltapolyomavirus,Genus,3444836407271603922
17079538977073263547,Deltaretrovirus,Genus,5529715125402291143
5635126036113868802,Deltasatellite,Genus,2776071201607396323
9784877829266327497,Deltatorquevirus,Genus,726055528227582715
640000176543996371,Deltavirus,Genus,4599195356974050869
18388037870318156755,Demosthenesvirus,Genus,11899485691544492006
3836539344103040063,Densovirinae,Subfamily,5903562871146559397
10814112220959228958,Dependoparvovirus,Genus,6801232604245579054
3527987295988746626,Detrevirus,Genus,11899485691544492006
5475925838648172370,Dhakavirus,Genus,12590238617013355061
6639583383785735442,Dhillonvirus,Genus,11899485691544492006
11666438648213953608,Dianthovirus,Genus,772061926745349689
395286349573061746,Diatodnavirus,Genus,13671345239751610901
2028714755012037348,Dichorhavirus,Genus,3133221597971588990
14416151345488769251,Dicipivirus,Genus,9173725076793168738
17141231313971995675,Dicistroviridae,Family,3950678496578732275
14137958481226640019,Diegovirus,Genus,16078367189923652152
10724201623041161986,Dinodnavirus,Genus,
7355078182044629590,Dinornavirus,Genus,8111665924824425172
16373112264681032366,Dinovernavirus,Genus,9796809150541823076
7817716659137265745,Dismasvirus,Genus,11899485691544492006
7594986334315544417,Divavirus,Genus,17725665337956966886
1680678840900596979,Doucettevirus,Genus,11899485691544492006
14517297171910551339,Dragsmacovirus,Genus,11779144519341771119
12747534316313514901,Drosmacovirus,Genus,11779144519341771119
13718509985700013038,Drulisvirus,Genus,13920357621781878741
4667589292576868582,Dumedivirus,Subgenus,16280665544666198154
8943725337157250040,Duvinacovirus,Subgenus,5576532240118440814
9760081276051619176,Dyochipapillomavirus,Genus,16183199706657812616
7458442547355596649,Dyodeltapapillomavirus,Genus,16183199706657812616
5772992524531648918,Dyoepsilonpapillomavirus,Genus,16183199706657812616
16043751870951653597,Dyoetapapillomavirus,Genus,16183199706657812616
13203262762831347776,Dyoiotapapillomavirus,Genus,16183199706657812616
11325856565484611992,Dyokappapapillomavirus,Genus,16183199706657812616
11535287034692690345,Dyolambdapapillomavirus,Genus,16183199706657812616
16708309619927257765,Dyomupapillomavirus,Genus,16183199706657812616
14905650739382282735,Dyonupapillomavirus,Genus,16183199706657812616
14087574589194926635,Dyoomegapapillomavirus,Genus,16183199706657812616
4822691458120671687,Dyoomikronpapillomavirus,Genus,16183199706657812616
8469978854654415189,Dyophipapillomavirus,Genus,16183199706657812616
1686854019900558458,Dyopipapillomavirus,Genus,16183199706657812616
14128367602850115026,Dyopsipapillomavirus,Genus,16183199706657812616
1340621721472217118,Dyorhopapillomavirus,Genus,16183199706657812616
11720638670915968375,Dyosigmapapillomavirus,Genus,16183199706657812616
1866388487455835071,Dyotaupapillomavirus,Genus,16183199706657812616
5262484158171001587,Dyothetapapillomavirus,Genus,16183199706657812616
16911967470410867820,Dyoupsilonpapillomavirus,Genus,16183199706657812616
15744389402891323166,Dyoxipapillomavirus,Genus,16183199706657812616
2095293988314984694,Dyozetapapillomavirus,Genus,16183199706657812616
5483351114684506000,Ebolavirus,Genus,18290894650288237378
4963563010614841176,Eclunavirus,Genus,16470586083060068953
14273357634854878801,Efquatrovirus,Genus,11899485691544492006
3244078531999539832,Eiauvirus,Genus,11899485691544492006
5006824467746920877,Eisenstarkvirus,Genus,11899485691544492006
8163547573064050999,Elaviroid,Genus,4120786656085320012
18191312937978218898,Elerivirus,Genus,11899485691544492006
9196640462582907887,Ellioviricetes,Class,12052524508180452239
5091130805041432498,Elvirus,Genus,6981333651723785547
4208184787272202189,Emalynvirus,Genus,11899485691544492006
12505363327684420938,Emaravirus,Genus,16041146746648746973
13939106967609829850,Embecovirus,Subgenus,14936425639880413637
17035049593368406611,Emdodecavirus,Genus,6981333651723785547
2367081272981535586,Enamovirus,Genus,15178271359064807179
12882413927931771909,Endornaviridae,Family,4599195356974050869
1733978877755703941,Eneladusvirus,Genus,6981333651723785547
61725887297232537,Enhodamvirus,Genus,11209872574396414561
14061145184829558126,Enquatrovirus,Genus,11209872574396414561
8121213923985446827,Enselivirus,Subgenus,4654839494980680429
15751357923923654771,Enterovirus,Genus,9173725076793168738
7376169604711000403,Entomobirnavirus,Genus,2618646460838442236
16195394246599863669,Entomopoxvirinae,Subfamily,17160833929784832207
13890803543480205037,Ephemerovirus,Genus,3133221597971588990
