id,name,rank,ancestor
14827039765765811864,Epsilonarterivirus,Genus,2365215489606625436
4162798749202147778,Epsilonpapillomavirus,Genus,16183199706657812616
3757637501011579485,Epsilonretrovirus,Genus,5529715125402291143
5740020335180115900,Epsilontorquevirus,Genus,726055528227582715
8522807828528123752,Equarterivirinae,Subfamily,5139298484441750216
14822559973771509094,Equispumavirus,Genus,18063744080116597952
13937924683020493676,Eragrovirus,Genus,5393585986258875724
3826505445158187136,Erbovirus,Genus,9173725076793168738
6844223515137300576,Errantivirus,Genus,1408804438691632857
13069537160035234485,Erskinevirus,Genus,6981333651723785547
10140728083683603693,Erythroparvovirus,Genus,6801232604245579054
15126890421237340970,Etaarterivirus,Genus,2365215489606625436
17483902060785467984,Etapapillomavirus,Genus,16183199706657812616
1589924827392377666,Etatorquevirus,Genus,726055528227582715
7687050832011614242,Eucampyvirinae,Subfamily,6981333651723785547
7096154812874998121,Euroniviridae,Family,18298045245309896779
8279865655907894664,Eurpobartevirus,Subgenus,7691897071965806911
3346930072821325557,Eyrevirus,Genus,11899485691544492006
16114641430438296520,Fabavirus,Genus,4640305644499638792
4411469134129219288,Fabenesatellite,Genus,16372131080817766316
3154957439619110037,Farahnazvirus,Genus,11899485691544492006
11938275063909866339,Felispumavirus,Genus,18063744080116597952
7674360453426619057,Felixounavirus,Genus,8705878498874152495
5742904418781402256,Feravirus,Genus,8587679391642047819
13348473413767530628,Ferlavirus,Genus,16306351437601072747
5453443053170619037,Fibrovirus,Genus,13376346387476522213
6368473554538533468,Ficleduovirus,Genus,6981333651723785547
3890514071689170741,Fijivirus,Genus,9796809150541823076
18290894650288237378,Filoviridae,Family,8668787291196176510
16041146746648746973,Fimoviridae,Family,12509380156458637060
14598702628110139011,Fipvunavirus,Genus,11209872574396414561
4076650716996246751,Firehammervirus,Genus,7687050832011614242
16183199706657812616,Firstpapillomavirinae,Subfamily,13564020192813089715
9029784272612801656,Fishburnevirus,Genus,9919998938060713766
8792238591686721399,Flaumdravirus,Genus,6981333651723785547
4237948662842019011,Flaviviridae,Family,4599195356974050869
8092099844817948303,Flavivirus,Genus,4237948662842019011
11802259914447650596,Fletchervirus,Genus,7687050832011614242
12928562647892822834,Foveavirus,Genus,7721039907064015776
14736601984354513690,Friunavirus,Genus,13920357621781878741
953241639554911738,Fromanvirus,Genus,11899485691544492006
4034391522254908917,Furovirus,Genus,18085018783544661959
15300765160314224066,Fuselloviridae,Family,
9878893970117857546,Gaiavirus,Genus,11899485691544492006
2015822312726572384,Galaxyvirus,Genus,11899485691544492006
1180976101417893696,Gallantivirus,Genus,7641791751908040520
11383846857667709841,Gallivirus,Genus,9173725076793168738
4795500834806763725,Galunavirus,Genus,11899485691544492006
2908124336756546019,Gamaleyavirus,Genus,11209872574396414561
10935674402642200621,Gammaarterivirus,Genus,1799556572161908778
5026676917890949968,Gammabaculovirus,Genus,13015683766192591039
6039411867247277743,Gammacarmovirus,Genus,7641791751908040520
6548473745562436355,Gammacoronavirus,Genus,9372303298172469915
15283838139180860858,Gammaentomopoxvirus,Genus,16195394246599863669
74249866365781122,Gammaflexiviridae,Family,9273559344484886709
4779288345307850408,Gammaherpesvirinae,Subfamily,17374364102234090017
346443455676249452,Gammainfluenzavirus,Genus,10373798200058817885
17382027003525172780,Gammalipothrixvirus,Genus,547613073531930489
14298573913724268987,Gammapapillomavirus,Genus,16183199706657812616
2583996461131779330,Gammapartitivirus,Genus,16258601861311703440
17753607673840034460,Gammapleolipovirus,Genus,5161781648906199824
1929154106103186303,Gammapolyomavirus,Genus,3444836407271603922
1055822962894359729,Gammaretrovirus,Genus,5529715125402291143
13990945319094489860,Gammasphaerolipovirus,Genus,9703158791805727021
4023504857007611659,Gammatectivirus,Genus,6892049332686362364
4038432716323779414,Gammatorquevirus,Genus,726055528227582715
2969730659671445260,Gamtrevirus,Genus,11899485691544492006
4394387492682747196,Gaprivervirus,Genus,12590238617013355061
14031575843213318790,Gelderlandvirus,Genus,12590238617013355061
5232518423114132944,Geminialphasatellitinae,Subfamily,7018209632590305617
5393585986258875724,Geminiviridae,Family,
1436545054528392796,Gemycircularvirus,Genus,1915924819247272182
271841999649948382,Gemyduguivirus,Genus,1915924819247272182
11954413825384017075,Gemygorvirus,Genus,1915924819247272182
14864220915290212145,Gemykibivirus,Genus,1915924819247272182
2719829859927993631,Gemykolovirus,Genus,1915924819247272182
4434900737350609490,Gemykrogvirus,Genus,1915924819247272182
3110671635146798188,Gemykroznavirus,Genus,1915924819247272182
16430088049916807509,Gemytondvirus,Genus,1915924819247272182
5865833986939308073,Gemyvongvirus,Genus,1915924819247272182
1915924819247272182,Genomoviridae,Family,
17983447218649283811,Gequatrovirus,Genus,2289802452860932726
7623875339350488972,Gesputvirus,Genus,11899485691544492006
6033651007897248895,Getseptimavirus,Genus,11899485691544492006
17974439675785905075,Ghobesvirus,Genus,11899485691544492006
6620129175094847173,Giardiavirus,Genus,12705355343577284403
1229765011983775216,Gilesvirus,Genus,11899485691544492006
9040516963038033632,Globuloviridae,Family,
15129045378030826621,Globulovirus,Genus,9040516963038033632
15875515154060728310,Glossinavirus,Genus,7866429096808563083
10413263920631632242,Gofduovirus,Genus,6981333651723785547
17563753348456800606,Gokushovirinae,Subfamily,7814806146747986519
9983570256857622328,Goravirus,Genus,18085018783544661959
2972111172209522788,Gordonvirus,Genus,11899485691544492006
9281953328175291240,Gordtnkvirus,Genus,11899485691544492006
12351747540079183583,Gorganvirus,Genus,11899485691544492006
5531718808262585203,Gorjumvirus,Genus,11899485691544492006
14728327485751138932,Gosmusatellite,Genus,5232518423114132944
3876765134331428835,Goujianvirales,Order,8701124350253222667
18107656779564290469,Goukovirus,Genus,17862316860476623601
16543605537414549547,Grablovirus,Genus,5393585986258875724
5637617106447728356,Guernseyvirinae,Subfamily,11899485691544492006
4333874761364722275,Gustavvirus,Genus,11899485691544492006
2974162886097747741,Guttaviridae,Family,
16137949278552427077,Gyrovirus,Genus,726055528227582715
3509164157245951568,Habenivirus,Genus,13376346387476522213
18176720981258404135,Hanalivirus,Subgenus,4654839494980680429
17400133963352283889,Hanrivervirus,Genus,16470586083060068953
11677197057783500794,Hantaviridae,Family,12509380156458637060
949406621664025148,Hapavirus,Genus,3133221597971588990
7271607849889630245,Haploviricotina,Subphylum,4210554835759434063
10969100423734274959,Hapunavirus,Genus,6981333651723785547
6654547110178974123,Harkavirus,Genus,9173725076793168738
4939059561687818622,Harrisonvirus,Genus,11899485691544492006
10942260568716991234,Hartmanivirus,Genus,15119277073868322277
13292943820198978371,Hawkeyevirus,Genus,8107098992902607309
4281143258470844433,Hedartevirus,Subgenus,5302521214166677585
1422583898911149914,Hedwigvirus,Genus,11899485691544492006
3140677303925157687,Helsingorvirus,Genus,11899485691544492006
18102457928813189121,Hemivirus,Genus,10060636315624882657
7373095045507141320,Hendrixvirus,Genus,11899485691544492006
17712227392473703379,Henipavirus,Genus,16306351437601072747
8511319506683008265,Hepacivirus,Genus,4237948662842019011
11183023795456958417,Hepadnaviridae,Family,
5164693199511143575,Hepandensovirus,Genus,3836539344103040063
4364642018860019089,Hepatovirus,Genus,9173725076793168738
1109207868109995292,Hepeviridae,Family,4599195356974050869
14101867247209931358,Herbevirus,Genus,17961608229329047244
598723878732663836,Herdecovirus,Subgenus,9218417344819324615
9876254772256443932,Herelleviridae,Family,4688094981225374454
9681769242713103277,Heroarterivirinae,Subfamily,5139298484441750216
638965020173107913,Herpesvirales,Order,
17374364102234090017,Herpesviridae,Family,638965020173107913
10050240109797131360,Hexponivirinae,Subfamily,9492596190838053523
12610144164327606902,Hibecovirus,Subgenus,14936425639880413637
741031468310990893,Higrevirus,Genus,2185895254429224743
5329261366095225726,Hollowayvirus,Genus,11209872574396414561
14316624456443799948,Holosalinivirus,Genus,11899485691544492006
12989432070970686047,Homburgvirus,Genus,11899485691544492006
5249568776583060805,Hordeivirus,Genus,18085018783544661959
934322152813637788,Horwuvirus,Genus,17862316860476623601
4393575762746397200,Hostuviroid,Genus,13624434808369134409
15300449775518136895,Hpunavirus,Genus,913336958826426211
18182878138213713128,Hubavirus,Genus,4289071982578289070
16149553412210253687,Huchismacovirus,Genus,11779144519341771119
6351858121006051686,Hudivirus,Genus,17862316860476623601
10000801093757014138,Hudovirus,Genus,17862316860476623601
6982186271405022170,Hunnivirus,Genus,9173725076793168738
11200413782945965670,Hupolycivirus,Genus,15890930991667567221
2396597237277633133,Hypoviridae,Family,4599195356974050869
13174309064449405035,Hypovirus,Genus,2396597237277633133
7866429096808563083,Hytrosaviridae,Family,
18119155702799174395,Iapetusvirus,Genus,6981333651723785547
13263573576683332552,Ichnovirus,Genus,8227318233234027167
8907823731193732992,Ichtadenovirus,Genus,12220053415754138688
8177793177933856728,Ictalurivirus,Genus,5794235181229681054
9623850979724367854,Idaeovirus,Genus,4599195356974050869
18025136324345823941,Idnoreovirus,Genus,9796809150541823076
13026042489999148218,Iflaviridae,Family,3950678496578732275
3944550286915954821,Iflavirus,Genus,13026042489999148218
17646652207407884069,Igacovirus,Subgenus,6548473745562436355
16172038049803313090,Ikedavirus,Genus,11899485691544492006
17525055345145628293,Ilarvirus,Genus,7168675313662717141
10147767760718627341,Iltovirus,Genus,13681533864503273615
12669892875330776451,Ilzatvirus,Genus,11899485691544492006
5430300486357283968,Incheonvrus,Genus,11899485691544492006
6741209756952200893,Infratovirus,Genus,3482742640382782007
1801741037938719784,Inhavirus,Genus,11899485691544492006
13376346387476522213,Inoviridae,Family,
6351968431190749878,Inovirus,Genus,13376346387476522213
10118539054363655336,Inshuvirus,Genus,8587679391642047819
15466293451742087414,Insthoviricetes,Class,12052524508180452239
6437485094530333904,Invictavirus,Genus,7112104973663997127
1786565629525967368,Iodovirus,Genus,6981333651723785547
16940072346407746370,Ionavirus,Genus,6981333651723785547
5232634446524786622,Iotaarterivirus,Genus,2365215489606625436
2293955992003745707,Iotapapillomavirus,Genus,16183199706657812616
7779183458730796983,Iotatorquevirus,Genus,726055528227582715
17351349809884555882,Ipomovirus,Genus,13303972034921547361
14326303205127378556,Iridoviridae,Family,
8318366913726147900,Iridovirus,Genus,10168537050370731950
7376257217784342369,Isavirus,Genus,10373798200058817885
16914765595511381332,Iteradensovirus,Genus,3836539344103040063
326985367287187255,Ithacavirus,Genus,11209872574396414561
6656583556791549009,Jasinkavirinae,Subfamily,9876254772256443932
5306905397223910343,Jasminevirus,Genus,11209872574396414561
383043509060117489,Jedunavirus,Genus,6981333651723785547
7228018106306115790,Jeilongvirus,Genus,16306351437601072747
5478295174295094851,Jenstvirus,Genus,11899485691544492006
10216693254073712798,Jerseyvirus,Genus,5637617106447728356
16045412560145209567,Jesfedecavirus,Genus,11899485691544492006
3419456310547248726,Jiaodavirus,Genus,12590238617013355061
7326189420461512018,Jilinvirus,Genus,6981333651723785547
18223936748622260374,Jimmervirus,Genus,6981333651723785547
17995933120587255695,Jingchuvirales,Order,374154946283963876
11003658694160177476,Johnsonvirus,Genus,11209872574396414561
15495175911768092683,Jonvirus,Genus,8587679391642047819
6942595701841877007,Jwalphavirus,Genus,11209872574396414561
14846751033492584866,Kabutovirus,Genus,17862316860476623601
8536573680171826980,Kadilivirus,Subgenus,4654839494980680429
1878219162719838481,Kaftartevirus,Subgenus,3610350167850839400
18051188235003551358,Kafunavirus,Genus,11209872574396414561
2398767317407666065,Kagunavirus,Genus,5637617106447728356
8301103353992551654,Kairosalinivirus,Genus,11899485691544492006
9601320432248310140,Kappaarterivirus,Genus,13563985699847087019
9939841323972434435,Kappapapillomavirus,Genus,16183199706657812616
17574487215118451653,Kappatorquevirus,Genus,726055528227582715
16626981370971203607,Karamvirus,Genus,12590238617013355061
3701806067688318393,Karsalivirus,Subgenus,4654839494980680429
9796859927598882626,Kayvirus,Genus,486764193633522472
15483244508703131169,Kelleziovirus,Genus,11899485691544492006
9584548996610175836,Kieseladnavirus,Genus,13671345239751610901
10008983075500055973,Kigiartevirus,Subgenus,5232634446524786622
2185895254429224743,Kitaviridae,Family,4599195356974050869
10359833908929340450,Kleczkowskavirus,Genus,6981333651723785547
14873445237498329706,Klementvirus,Genus,11899485691544492006
18362295288965096877,Kobuvirus,Genus,9173725076793168738
5351819673893114052,Kochikohdavirus,Genus,14633070124547569743
10239671858216301163,Kochitakasuvirus,Genus,11209872574396414561
11841244608206923779,Kojivirus,Genus,11899485691544492006
10172773753236410004,Kolesnikvirus,Genus,8705878498874152495
12411891792840003199,Korravirus,Genus,11899485691544492006
7893880933119537033,Kostyavirus,Genus,11899485691544492006
18379129739497152371,Krischvirus,Genus,12590238617013355061
8433029249090766374,Krylovvirus,Genus,11209872574396414561
14091093004124494352,Kryptosalinivirus,Genus,11899485691544492006
14501274084098578537,Kunsagivirus,Genus,9173725076793168738
13516789711092395672,Kuravirus,Genus,11209872574396414561
15769122390336855622,Kusarnavirus,Genus,17995986393581383695
10257777693370277005,Kuttervirus,Genus,6496283746791320660
6840907548426297416,Labyrnavirus,Genus,17995986393581383695
1546847335693681551,Lacusarxvirus,Genus,11899485691544492006
2174452701735038984,Lagovirus,Genus,2875031948932567723
10481108483436418316,Lambdaarterivirus,Genus,9681769242713103277
15468904568712222653,Lambdapapillomavirus,Genus,16183199706657812616
8593329193338155570,Lambdatorquevirus,Genus,726055528227582715
3633366416901546714,Lambdavirus,Genus,11899485691544492006
9915008912973949332,Laroyevirus,Genus,11899485691544492006
17068322172989351254,Laulavirus,Genus,17862316860476623601
18083481816006113399,Lavidaviridae,Family,
11128582007068569247,Ledantevirus,Genus,3133221597971588990
1853678238319411601,Lederbergvirus,Genus,11209872574396414561
15849493427422208995,Leishbuviridae,Family,12509380156458637060
5979919926885345584,Leishmaniavirus,Genus,12705355343577284403
17669210833824951920,Lentivirus,Genus,5529715125402291143
17842191776769395515,Leporipoxvirus,Genus,6783648483763109209
12149072588235112981,Lessievirus,Genus,11209872574396414561
3164647591274919587,Letovirinae,Subfamily,23858754759801405
7995600327008799950,Leviviridae,Family,4599195356974050869
2227520356841982704,Levivirus,Genus,7995600327008799950
593193389095801571,Liefievirus,Genus,11899485691544492006
16876852888012224617,Ligamenvirales,Order,
6419826017238555801,Lightbulbvirus,Genus,11209872574396414561
5244920734453686325,Likavirus,Genus,7224149787533895601
6272074976246250553,Lilyvirus,Genus,11899485691544492006
11543906162831407005,Limdunavirus,Genus,9686494161761697151
7278412501902391364,Limestonevirus,Genus,8273292258048558928
12079928489380342905,Limnipivirus,Genus,9173725076793168738
17499467797739006969,Lincruvirus,Genus,11711013576511309335
10344910471803339742,Lineavirus,Genus,13376346387476522213
547613073531930489,Lipothrixviridae,Family,16876852888012224617
11573356676290016564,Lispiviridae,Family,8668787291196176510
8391132855954433305,Litunavirus,Genus,11209872574396414561
8134935403942879173,Livupivirus,Genus,9173725076793168738
9893060168376017832,Loanvirus,Genus,12771805596702708285
18380239713420232674,Locarnavirus,Genus,17995986393581383695
8979588421340540768,Lokivirus,Genus,11899485691544492006
5562218173009279908,Lolavirus,Genus,9252919582085191391
5565362544291587676,Lomovskayavirus,Genus,11899485691544492006
12648388431035237401,Lubbockvirus,Genus,6981333651723785547
17482240267300917848,Luchacovirus,Subgenus,5576532240118440814
15178271359064807179,Luteoviridae,Family,4599195356974050869
12371814734074107742,Luteovirus,Genus,15178271359064807179
14839745310214090962,Luzseptimavirus,Genus,11209872574396414561
3510113389440591124,Lwoffvirus,Genus,11899485691544492006
9055352573716254000,Lymphocryptovirus,Genus,4779288345307850408
17968418781094332097,Lymphocystivirus,Genus,11222979088855428697
8390494616489897478,Lyssavirus,Genus,3133221597971588990
17512995006676404029,Macanavirus,Genus,7641791751908040520
18168629084181875544,Macavirus,Genus,4779288345307850408
1328305246849490684,Machinavirus,Genus,6981333651723785547
9868023394573234893,Machlomovirus,Genus,7641791751908040520
9961009608872137566,Macluravirus,Genus,13303972034921547361
7895473355234895312,Macronovirus,Genus,2710929573967538550
5289521232415847439,Maculavirus,Genus,106554594235062669
1824366926676289925,Magadivirus,Genus,11899485691544492006
14798331493051162974,Magoulivirus,Genus,17307843662023648295
13173295696932644972,Malacoherpesviridae,Family,638965020173107913
5828942104399705981,Malagasivirus,Genus,9173725076793168738
10057391804609751757,Mamastrovirus,Genus,11635660159124468236
12771805596702708285,Mammantavirinae,Subfamily,11677197057783500794
17581057392849512284,Mammarenavirus,Genus,15119277073868322277
6899695341088125140,Mandarivirus,Genus,9252919582085191391
15181128213643087510,Mapvirus,Genus,11899485691544492006
12360937173023518411,Marafivirus,Genus,106554594235062669
2354022203248797418,Marburgvirus,Genus,18290894650288237378
708885272867303950,Mardecavirus,Genus,11899485691544492006
10859506497319006605,Mardivirus,Genus,13681533864503273615
17995986393581383695,Marnaviridae,Family,3950678496578732275
10714606786878333143,Marnavirus,Genus,17995986393581383695
16374447070099542453,Marseilleviridae,Family,
16285624017161006464,Marseillevirus,Genus,16374447070099542453
15800364512980818981,Marthavirus,Genus,6981333651723785547
2763434737502994826,Marvinvirus,Genus,11899485691544492006
9650146825561567930,Mastadenovirus,Genus,12220053415754138688
13580942127820052166,Mastrevirus,Genus,5393585986258875724
18129869216944208694,Matonaviridae,Family,4599195356974050869
15390259694612198648,Mavirus,Genus,18083481816006113399
9686494161761697151,Mccleskeyvirinae,Subfamily,11899485691544492006
17003941844202054856,Mclasvirinae,Subfamily,11899485691544492006
8147911569811329365,Medioniviridae,Family,16734981844420156834
12716917149244787940,Medionivirinae,Subfamily,8147911569811329365
3082147377043010556,Megabirnaviridae,Family,4599195356974050869
4253011115906659547,Megabirnavirus,Genus,3082147377043010556
3431765043799837269,Megalocytivirus,Genus,11222979088855428697
3132333695600832677,Megrivirus,Genus,9173725076793168738
5517711169600443271,Menolivirus,Subgenus,4654839494980680429
8024291143435338671,Merbecovirus,Subgenus,14936425639880413637
16734981844420156834,Mesnidovirineae,Suborder,16290532738832004111
9492596190838053523,Mesoniviridae,Family,16734981844420156834
622795684383064419,Metaavulavirus,Genus,4418755906242444372
15906858783394535581,Metaparamyxovirinae,Subfamily,11572708849693708725
12488416805761343672,Metapneumovirus,Genus,7551782336102335778
1408804438691632857,Metaviridae,Family,3993546652259395590
12418312834344374878,Metavirus,Genus,1408804438691632857
6761493758885795994,Metrivirus,Genus,6981333651723785547
7814806146747986519,Microviridae,Family,
7152551492892644973,Mieseafarmvirus,Genus,6981333651723785547
2029209042266902478,Milecovirus,Subgenus,14911118920462013788
13095677678916512609,Milneviricetes,Class,7271607849889630245
12046470536188274038,Milvetsatellite,Genus,16372131080817766316
8662500745730292481,Mimasvirus,Genus,6981333651723785547
269919403042716002,Mimiviridae,Family,
11520013849851365589,Mimivirus,Genus,269919403042716002
10482195796500588480,Mimoreovirus,Genus,5726418900326130787
4871213190794596136,Minacovirus,Subgenus,5576532240118440814
4288154388498563471,Minovirus,Genus,2875031948932567723
3646142074134481330,Minunacovirus,Subgenus,5576532240118440814
9803700864081684435,Minunavirus,Genus,11899485691544492006
15934125534634155715,Mischivirus,Genus,9173725076793168738
5938136710246213966,Mitartevirus,Subgenus,3610350167850839400
2495910425949773473,Mitovirus,Genus,6824108376068298804
18165756856081509043,Mivedwarsatellite,Genus,16372131080817766316
13219435564567985591,Mivirus,Genus,12557197164173682826
10926740314530364976,Mobatvirus,Genus,12771805596702708285
12468519914278821348,Mobuvirus,Genus,17862316860476623601
660845937313709493,Moineauvirus,Genus,11899485691544492006
4133450848535897546,Molluscipoxvirus,Genus,6783648483763109209
17051633545484418687,Monidovirineae,Suborder,16290532738832004111
374154946283963876,Monjiviricetes,Class,7271607849889630245
8668787291196176510,Mononegavirales,Order,374154946283963876
1649967369132179581,Mononiviridae,Family,17051633545484418687
13556305584897005103,Mononivirinae,Subfamily,1649967369132179581
4493917808791436295,Mooglevirus,Genus,8705878498874152495
3633091116923708953,Moonvirus,Genus,12590238617013355061
4439890452634047883,Moordecovirus,Subgenus,9218417344819324615
11626924500276899788,Morbillivirus,Genus,16306351437601072747
1721933462005028295,Mosavirus,Genus,9173725076793168738
6040573363259115970,Mosigvirus,Genus,12590238617013355061
8643271250908066257,Muarterivirus,Genus,5733216581899942341
1930337859167330994,Mudcatvirus,Genus,11899485691544492006
16807167974877116120,Mupapillomavirus,Genus,16183199706657812616
5410312393859679666,Muromegalovirus,Genus,2260472442407195595
16422044193864457236,Muscavirus,Genus,7866429096808563083
16497095119255434088,Mutorquevirus,Genus,726055528227582715
9690789381417537723,Muvirales,Order,9139532807123246249
13607285538536423247,Muvirus,Genus,6981333651723785547
14472680291683594453,Mycoflexivirus,Genus,74249866365781122
15611780900069526606,Mycoreovirus,Genus,9796809150541823076
8972825025893106246,Mymonaviridae,Family,8668787291196176510
6498841097841752364,Myohalovirus,Genus,6981333651723785547
9278996759162935050,Myotacovirus,Subgenus,5576532240118440814
6981333651723785547,Myoviridae,Family,4688094981225374454
4289071982578289070,Mypoviridae,Family,12509380156458637060
13487352730781351885,Myunavirus,Genus,11899485691544492006
15233892229941483287,Myxoctovirus,Genus,11209872574396414561
1510540333499054218,Nacovirus,Genus,2875031948932567723
12522700274631985280,Nairoviridae,Family,12509380156458637060
14221798580360543674,Namcalivirus,Subgenus,4654839494980680429
10847182729729250286,Nanhaivirus,Genus,11899485691544492006
15342303157942278643,Nankokuvirus,Genus,6981333651723785547
16372131080817766316,Nanoalphasatellitinae,Subfamily,7018209632590305617
3183200932894823670,Nanoviridae,Family,
12867414031725393566,Nanovirus,Genus,3183200932894823670
8503307734943278369,Napahaivirus,Genus,13920357621781878741
361797466286242893,Narmovirus,Genus,16306351437601072747
6824108376068298804,Narnaviridae,Family,4599195356974050869
14929554253645395388,Narnavirus,Genus,6824108376068298804
4543565060243700710,Nazgulvirus,Genus,6981333651723785547
2377814816806631057,Nclasvirinae,Subfamily,11899485691544492006
1868250663039680575,Nebovirus,Genus,2875031948932567723
4210554835759434063,Negarnaviricota,Phylum,4599195356974050869
6596135919372819119,Negarvirus,Genus,4495057451346653814
10360219544125715819,Nepovirus,Genus,4640305644499638792
12441625783041913184,Nickievirus,Genus,11899485691544492006
16290532738832004111,Nidovirales,Order,4599195356974050869
1785353413372879253,Nimaviridae,Family,
17852317142659680415,Nipunavirus,Genus,11899485691544492006
3740082839788384392,Nitunavirus,Genus,17142241886798852974
5283353134852570301,Nobecovirus,Subgenus,14936425639880413637
13443589885939834549,Nodaviridae,Family,4599195356974050869
13706077208163650193,Nonagvirus,Genus,11899485691544492006
12508790510590572694,Nonanavirus,Genus,11899485691544492006
17345286192635469368,Norovirus,Genus,2875031948932567723
12048224147739346135,Novirhabdovirus,Genus,3133221597971588990
12130592253141553930,Novosibvirus,Genus,11899485691544492006
7151784894692806931,Noxifervirus,Genus,6981333651723785547
3811126584658533792,Nucleorhabdovirus,Genus,3133221597971588990
2619598984258841087,Nudiviridae,Family,
7915677902611835421,Nupapillomavirus,Genus,16183199706657812616
3550207873282958828,Nutorquevirus,Genus,726055528227582715
10541466606234246798,Nyamiviridae,Family,8668787291196176510
16916563118913265191,Nyavirus,Genus,10541466606234246798
1389413988798333684,Nyceiraevirus,Genus,11899485691544492006
16584400081225432925,Nyctacovirus,Subgenus,5576532240118440814
2043618719376586564,Nyfulvavirus,Genus,7112104973663997127
17144570167878804256,Nymbaxtervirinae,Subfamily,11899485691544492006
3941088725481907012,Nymphadoravirus,Genus,17144570167878804256
511840439003644328,Obolenskvirus,Genus,6981333651723785547
3312343906037859277,Ofalivirus,Subgenus,4654839494980680429
11706798868179490822,Okanivirinae,Subfamily,18061578758466737946
18392780614859844334,Okavirus,Genus,11706798868179490822
6852173068169796574,Okubovirus,Genus,8998846092613679800
4472945676956575458,Oleavirus,Genus,7168675313662717141
4070808403084777071,Omegapapillomavirus,Genus,16183199706657812616
15771509685697588062,Omegatetravirus,Genus,6654124933490528709
13768767679855155710,Omegavirus,Genus,11899485691544492006
14281966845505217791,Omikronpapillomavirus,Genus,16183199706657812616
7886784857473460489,Oncotshavirus,Genus,14724809888891670586
8169499141520397740,Ophiovirus,Genus,4330165648907505445
16417988541616207763,Orbivirus,Genus,5726418900326130787
5145560973543623771,Orchidvirus,Genus,11899485691544492006
1038261022826339626,Orinovirus,Genus,10541466606234246798
9298466591283514639,Orivirus,Genus,9173725076793168738
3993546652259395590,Ortervirales,Order,
15412351628953440739,Orthoavulavirus,Genus,4418755906242444372
6965243378961739531,Orthobornavirus,Genus,17512807176554128367
13261937008050686974,Orthobunyavirus,Genus,17961608229329047244
9372303298172469915,Orthocoronavirinae,Subfamily,23858754759801405
1067201927478634279,Orthohantavirus,Genus,12771805596702708285
15134585509710283386,Orthohepadnavirus,Genus,11183023795456958417
4786367821265483048,Orthohepevirus,Genus,1109207868109995292
10373798200058817885,Orthomyxoviridae,Family,9380425007472470983
593495169803963303,Orthonairovirus,Genus,12522700274631985280
16306351437601072747,Orthoparamyxovirinae,Subfamily,11572708849693708725
8905847305151711333,Orthophasmavirus,Genus,8587679391642047819
2368218135756712948,Orthopneumovirus,Genus,7551782336102335778
764781348107392810,Orthopoxvirus,Genus,6783648483763109209
